Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
GLO - 1759,GOL,Regional,2016-04-23 04:45:00+00:00,,2016-04-23T06:02:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Presidente Joao Suassuna,Campina Grande,PB,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-35.8940206,-7.2688784
GLO - 2171,GOL,Nacional,2016-04-23 04:02:00+00:00,,2016-04-23T06:03:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Val De Cans,Belem,PA,Brasil,Pinto Martins,Fortaleza,CE,Brasil,-38.5330966,-3.7771555,-48.4775227,-1.3820615
GLO - 1161,GOL,Regional,2016-04-23 03:29:00+00:00,,2016-04-23T06:05:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-38.3312411,-12.9110977
GLO - 1093,GOL,Nacional,2016-04-23 04:35:00+00:00,,2016-04-23T06:05:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Governador Aluizio Alves,Natal,RN,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-35.3673819,-5.7683702
GLO - 1331,GOL,Nacional,2016-04-23 04:55:00+00:00,2016-04-23T04:55:00Z,2016-04-23T06:05:00Z,2016-04-23T06:05:00Z,Realizado,,Tenente-Coronel Aviador Cesar Bombonato,Uberlandia,MG,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-48.2308653,-18.888969
GLO - 1179,GOL,Regional,2016-04-23 02:50:00+00:00,2016-04-23T02:50:00Z,2016-04-23T06:10:00Z,2016-04-23T06:10:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-34.9240154,-8.1259315
AZU - 2805,AZUL,Regional,2016-04-23 05:05:00+00:00,,2016-04-23T06:10:00Z,,Cancelado,AUTORIZADO,Cataratas,Foz Do Iguacu,PR,Brasil,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,-49.1724811,-25.5327132,-54.4909265,-25.5938142
TAM - 3440,TAM,Regional,2016-04-23 05:05:00+00:00,2016-04-23T05:05:00Z,2016-04-23T06:10:00Z,2016-04-23T06:10:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-43.2494233,-22.8134098
TAM - 8087,TAM,Internacional,2016-04-23 21:25:00+00:00,2016-04-23T21:25:00Z,2016-04-24T06:10:00Z,2016-04-24T06:10:00Z,Realizado,,Orlando,Orlando,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-81.308083,28.4311577
TAM - 3601,TAM,Nacional,2016-04-23 03:27:00+00:00,2016-04-23T03:27:00Z,2016-04-23T06:10:00Z,2016-04-23T06:10:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-38.3312411,-12.9110977
AZU - 5183,AZUL,Nacional,2016-04-23 05:23:00+00:00,2016-04-23T05:07:00Z,2016-04-23T06:13:00Z,2016-04-23T06:05:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Maria,Santa Maria,RS,Brasil,Salgado Filho,Porto Alegre,RS,Brasil,-51.1753811,-29.9934732,-53.7008735,-29.7079582
AFR - 454,AIR FRANCE,Internacional,2016-04-23 18:20:00+00:00,2016-04-23T19:12:00Z,2016-04-24T06:15:00Z,2016-04-24T06:49:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Paris,Paris,N/I,Franca,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,2.5479245,49.0096906
GLO - 7490,GOL,Internacional,2016-04-23 05:17:00+00:00,2016-04-23T05:17:00Z,2016-04-23T06:15:00Z,2016-04-23T06:15:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Zumbi Dos Palmares,Rio Largo,AL,Brasil,-35.7928829,-9.5116056,-38.3312411,-12.9110977
CMP - 216,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2016-04-23 23:06:00+00:00,2016-04-23T23:06:00Z,2016-04-24T06:15:00Z,2016-04-24T06:15:00Z,Realizado,,Panama,Panama,N/I,Panama,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-79.3873743,9.0667013
TAP - 118,TAP AIR PORTUGAL,Internacional,2016-04-23 19:28:00+00:00,,2016-04-24T06:15:00Z,,Cancelado,AUTORIZADO,Salgado Filho,Porto Alegre,RS,Brasil,Lisboa,Lisboa,N/I,Portugal,-9.1353667,38.7755936,-51.1753811,-29.9934732
GLO - 2172,GOL,Nacional,2016-04-23 04:03:00+00:00,,2016-04-23T06:15:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Marechal Rondon,Varzea Grande,MT,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-56.1172687,-15.6530786
AVA - 85,AVIANCA,Internacional,2016-04-23 00:04:00+00:00,2016-04-23T00:04:00Z,2016-04-23T06:15:00Z,2016-04-23T05:50:00Z,Realizado,,Bogota,Bogota,N/I,Colombia,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-74.1444969,4.7014128
GLO - 1961,GOL,Nacional,2016-04-23 04:12:00+00:00,2016-04-23T04:12:00Z,2016-04-23T06:17:00Z,2016-04-23T06:17:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-38.3312411,-12.9110977
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-04-23 22:39:00+00:00,2016-04-23T23:37:00Z,2016-04-24T06:19:00Z,2016-04-24T07:13:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
INC - 774,INSELAIR,Internacional,2016-04-23 03:30:00+00:00,2016-04-23T05:34:00Z,2016-04-23T06:20:00Z,2016-04-23T08:31:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Eduardo Gomes,Manaus,AM,Brasil,Curacao,Curacao,N/I,Antilhas Holandesas,-68.960945,12.188463,-60.0463249,-3.0358474
GLO - 1881,GOL,Nacional,2016-04-23 03:21:00+00:00,2016-04-23T03:21:00Z,2016-04-23T06:20:00Z,2016-04-23T06:20:00Z,Realizado,,Presidente Castro Pinto,Bayeux,PB,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-34.9506137,-7.14706
AFR - 459,AIR FRANCE,Internacional,2016-04-23 19:10:00+00:00,2016-04-23T19:10:00Z,2016-04-24T06:20:00Z,2016-04-24T06:20:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-46.478126,-23.4345529
GLO - 1837,GOL,Nacional,2016-04-23 05:22:00+00:00,2016-04-23T05:22:00Z,2016-04-23T06:20:00Z,2016-04-23T06:20:00Z,Realizado,,Val De Cans,Belem,PA,Brasil,Maraba,Maraba,PA,Brasil,-49.1369385,-5.3717191,-48.4775227,-1.3820615
GLO - 4920,GOL,Regional,2016-04-23 05:20:00+00:00,,2016-04-23T06:20:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Tancredo Neves,Confins,MG,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-43.965396,-19.634099
CMP - 759,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2016-04-23 23:05:00+00:00,2016-04-23T23:05:00Z,2016-04-24T06:20:00Z,2016-04-24T06:20:00Z,Realizado,,Panama,Panama,N/I,Panama,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-79.3873743,9.0667013
GLO - 1076,GOL,Nacional,2016-04-23 05:20:00+00:00,,2016-04-23T06:21:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Cataratas,Foz Do Iguacu,PR,Brasil,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,-49.1724811,-25.5327132,-54.4909265,-25.5938142
GLO - 1764,GOL,Nacional,2016-04-23 03:07:00+00:00,2016-04-23T03:07:00Z,2016-04-23T06:21:00Z,2016-04-23T06:21:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Pinto Martins,Fortaleza,CE,Brasil,-38.5330966,-3.7771555,-60.0463249,-3.0358474
AAL - 230,AMERICAN AIRLINES INC,Internacional,2016-04-23 21:45:00+00:00,2016-04-23T21:45:00Z,2016-04-24T06:21:00Z,2016-04-24T06:21:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-38.3312411,-12.9110977
AAL - 904,AMERICAN AIRLINES INC,Internacional,2016-04-23 21:11:00+00:00,2016-04-23T20:14:00Z,2016-04-24T06:23:00Z,2016-04-24T05:00:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-43.2494233,-22.8134098
GLO - 1501,GOL,Nacional,2016-04-23 05:30:00+00:00,2016-04-23T05:30:00Z,2016-04-23T06:23:00Z,2016-04-23T06:23:00Z,Realizado,,Serafin Enoss Bertaso,Chapeco,SC,Brasil,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-52.6606432,-27.1341385
GLO - 1069,GOL,Nacional,2016-04-23 02:34:00+00:00,,2016-04-23T06:25:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Eduardo Gomes,Manaus,AM,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-60.0463249,-3.0358474
TAM - 8081,TAM,Internacional,2016-04-23 20:30:00+00:00,2016-04-23T20:30:00Z,2016-04-24T06:25:00Z,2016-04-24T06:25:00Z,Realizado,,New York,New York,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-73.7781391,40.6413111
GLO - 7625,GOL,Internacional,2016-04-23 00:25:00+00:00,,2016-04-23T06:25:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Caracas/Intl,Caracas/Intl,N/I,Venezuela,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-66.8171314,10.288347
GLO - 1803,GOL,Nacional,2016-04-23 05:48:00+00:00,2016-04-23T05:30:00Z,2016-04-23T06:25:00Z,2016-04-23T06:16:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Mario Ribeiro,Montes Claros,MG,Brasil,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-43.8200869,-16.7046172
AZU - 5751,AZUL,Nacional,2016-04-23 04:20:00+00:00,2016-04-23T04:15:00Z,2016-04-23T06:25:00Z,2016-04-23T06:15:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Municipal Francisco De Matos Pereira,Dourados,MS,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-54.9248825,-22.1971221
AZU - 4100,AZUL,Nacional,2016-04-23 03:45:00+00:00,2016-04-22T03:36:00Z,2016-04-23T06:25:00Z,2016-04-22T06:15:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Maria,Aracaju,SE,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-37.0762462,-10.9822278
TTL - 5683,TOTAL,Nacional,2016-04-23 05:22:00+00:00,2016-04-23T04:45:00Z,2016-04-23T06:30:00Z,2016-04-23T05:35:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Eurico De Aguiar Salles,Vitoria,ES,Brasil,-40.2835346,-20.2576489,-43.2494233,-22.8134098
AEA - 84,AIR EUROPA S/A,Internacional,2016-04-23 21:47:00+00:00,2016-04-23T22:32:00Z,2016-04-24T06:30:00Z,2016-04-24T06:58:00Z,Realizado,CONEXAO DE AERONAVE,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Madrid,Madrid,N/I,Espanha,-3.5679515,40.4839361,-38.3312411,-12.9110977
TAM - 8056,TAM,Internacional,2016-04-23 21:35:00+00:00,2016-04-23T21:35:00Z,2016-04-24T06:30:00Z,2016-04-24T06:30:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-43.2494233,-22.8134098
GLO - 1141,GOL,Nacional,2016-04-23 05:25:00+00:00,2016-04-23T05:25:00Z,2016-04-23T06:30:00Z,2016-04-23T06:30:00Z,Realizado,,Governador Jose Richa,Londrina,PR,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-51.1331599,-23.3320714
GLO - 1199,GOL,Nacional,2016-04-23 03:44:00+00:00,,2016-04-23T06:30:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Governador Aluizio Alves,Natal,RN,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-35.3673819,-5.7683702
GLO - 1541,GOL,Nacional,2016-04-23 03:00:00+00:00,,2016-04-23T06:30:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Pinto Martins,Fortaleza,CE,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-38.5330966,-3.7771555
TAM - 3585,TAM,Nacional,2016-04-23 03:22:00+00:00,,2016-04-23T06:30:00Z,,Cancelado,CANCELAMENTO - AEROPORTO ORIGEM ABAIXO LIMITES,Placido De Castro,Sena Madureira,AC,Brasil,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-67.894367,-9.870171
TAM - 3351,TAM,Nacional,2016-04-23 03:10:00+00:00,,2016-04-23T06:30:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Governador Aluizio Alves,Natal,RN,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-35.3673819,-5.7683702
AZU - 4343,AZUL,Nacional,2016-04-23 05:10:00+00:00,2016-04-23T05:02:00Z,2016-04-23T06:30:00Z,2016-04-23T06:20:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Presidente Prudente,Presidente Prudente,SP,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-51.4176625,-22.1783402
GLO - 1335,GOL,Nacional,2016-04-23 03:47:00+00:00,2016-04-23T03:30:00Z,2016-04-23T06:30:00Z,2016-04-23T06:12:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,Brasil,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-63.89832,-8.7141702
GLO - 1653,GOL,Regional,2016-04-23 05:20:00+00:00,2016-04-23T05:20:00Z,2016-04-23T06:33:00Z,2016-04-23T06:33:00Z,Realizado,,Pinto Martins,Fortaleza,CE,Brasil,Marechal Cunha Machado,Sao Luis,MA,Brasil,-44.2348802,-2.5849927,-38.5330966,-3.7771555
AVA - 261,AVIANCA,Internacional,2016-04-23 00:18:00+00:00,2016-04-23T00:31:00Z,2016-04-23T06:35:00Z,2016-04-23T06:45:00Z,Realizado,FACILIDADES DO AEROPORTO - RESTRICOES DE APOIO,Bogota,Bogota,N/I,Colombia,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-74.1444969,4.7014128
TAM - 3731,TAM,Nacional,2016-04-23 05:57:00+00:00,2016-04-23T05:57:00Z,2016-04-23T06:35:00Z,2016-04-23T06:35:00Z,Realizado,,Santa Genoveva,Goiania,GO,Brasil,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-49.2221166,-16.632488
GLO - 1617,GOL,Nacional,2016-04-23 04:00:00+00:00,2016-04-23T04:00:00Z,2016-04-23T06:35:00Z,2016-04-23T06:35:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-34.9240154,-8.1259315
GLO - 1243,GOL,Nacional,2016-04-23 04:57:00+00:00,,2016-04-23T06:35:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-48.3575251,-10.2943256
TAM - 3751,TAM,Nacional,2016-04-23 02:44:00+00:00,,2016-04-23T06:35:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Eduardo Gomes,Manaus,AM,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-60.0463249,-3.0358474
IBE - 6827,IBERIA,Internacional,2016-04-23 19:35:00+00:00,2016-04-23T19:35:00Z,2016-04-24T06:35:00Z,2016-04-24T06:35:00Z,Realizado,,Madrid,Madrid,N/I,Espanha,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-3.5679515,40.4839361
GLO - 1811,GOL,Nacional,2016-04-23 03:15:00+00:00,,2016-04-23T06:38:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Salgado Filho,Porto Alegre,RS,Brasil,-51.1753811,-29.9934732,-38.3312411,-12.9110977
GLO - 1833,GOL,Nacional,2016-04-23 03:27:00+00:00,,2016-04-23T06:39:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Marechal Cunha Machado,Sao Luis,MA,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-44.2348802,-2.5849927
AAL - 273,AMERICAN AIRLINES INC,Internacional,2016-04-23 22:49:00+00:00,2016-04-23T23:22:00Z,2016-04-24T06:40:00Z,2016-04-24T06:45:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Guararapes - Gilberto Freyre,Recife,PE,Brasil,-34.9240154,-8.1259315,-80.2870457,25.795865
ACA - 91,AIR CANADA,Internacional,2016-04-23 20:05:00+00:00,2016-04-23T20:05:00Z,2016-04-24T06:40:00Z,2016-04-24T06:40:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Toronto,Toronto,N/I,Canada,-79.6248197,43.6777176,-46.478126,-23.4345529
