Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
DAL - 105,DELTA AIRLINES,Internacional,2015-07-07 20:25:00+00:00,2015-07-07T20:25:00Z,2015-07-08T06:00:00Z,2015-07-08T06:00:00Z,Realizado,,Atlanta/Intl,Atlanta/Intl,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-84.4277001,33.6407282
GLO - 1856,GOL,Nacional,2015-07-07 04:35:00+00:00,2015-07-07T04:35:00Z,2015-07-07T06:00:00Z,2015-07-07T06:00:00Z,Realizado,,Santa Genoveva,Goiania,GO,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-49.2221166,-16.632488
GLO - 1283,GOL,Nacional,2015-07-07 04:40:00+00:00,2015-07-07T04:40:00Z,2015-07-07T06:01:00Z,2015-07-07T06:01:00Z,Realizado,,Senador Nilo Coelho,Petrolina,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil,-34.9240154,-8.1259315,-40.5660751,-9.3665077
TAM - 4764,TAM,Nacional,2015-07-07 04:00:00+00:00,2015-07-07T04:00:00Z,2015-07-07T06:02:00Z,2015-07-07T06:02:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Val De Cans,Belem,PA,Brasil,-48.4775227,-1.3820615,-60.0463249,-3.0358474
GLO - 1759,GOL,Regional,2015-07-07 04:45:00+00:00,2015-07-07T04:45:00Z,2015-07-07T06:02:00Z,2015-07-07T06:02:00Z,Realizado,,Presidente Joao Suassuna,Campina Grande,PB,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-35.8940206,-7.2688784
AZU - 4191,AZUL,Nacional,2015-07-07 02:57:00+00:00,2015-07-07T02:57:00Z,2015-07-07T06:02:00Z,2015-07-07T06:02:00Z,Realizado,,Val De Cans,Belem,PA,Brasil,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-48.4775227,-1.3820615
GLO - 2171,GOL,Nacional,2015-07-07 04:02:00+00:00,2015-07-07T04:02:00Z,2015-07-07T06:03:00Z,2015-07-07T06:03:00Z,Realizado,,Val De Cans,Belem,PA,Brasil,Pinto Martins,Fortaleza,CE,Brasil,-38.5330966,-3.7771555,-48.4775227,-1.3820615
SWR - 93,SWISSAIR,Internacional,2015-07-07 18:30:00+00:00,2015-07-07T18:58:00Z,2015-07-08T06:05:00Z,2015-07-08T06:45:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Zurique,Zurique,N/I,Suica,8.5554755,47.4582165,-46.478126,-23.4345529
TAM - 8085,TAM,Internacional,2015-07-07 18:05:00+00:00,2015-07-07T18:05:00Z,2015-07-08T06:05:00Z,2015-07-08T06:05:00Z,Realizado,,Londres,Londres,N/I,Reino Unido,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,0.049518,51.5048437
AFR - 454,AIR FRANCE,Internacional,2015-07-07 18:30:00+00:00,2015-07-07T18:30:00Z,2015-07-08T06:05:00Z,2015-07-08T06:05:00Z,Realizado,,Paris,Paris,N/I,Franca,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,2.5479245,49.0096906
GLO - 1093,GOL,Nacional,2015-07-07 04:35:00+00:00,2015-07-07T04:35:00Z,2015-07-07T06:05:00Z,2015-07-07T06:05:00Z,Realizado,,Governador Aluizio Alves,Natal,RN,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-35.3673819,-5.7683702
GLO - 1331,GOL,Nacional,2015-07-07 04:55:00+00:00,2015-07-07T04:55:00Z,2015-07-07T06:05:00Z,2015-07-07T06:05:00Z,Realizado,,Tenente-Coronel Aviador Cesar Bombonato,Uberlandia,MG,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-48.2308653,-18.888969
GLO - 1281,GOL,Nacional,2015-07-07 02:20:00+00:00,,2015-07-07T06:05:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-34.9240154,-8.1259315
GLO - 1821,GOL,Nacional,2015-07-07 02:20:00+00:00,,2015-07-07T06:05:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Pinto Martins,Fortaleza,CE,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-38.5330966,-3.7771555
TAM - 3646,TAM,Nacional,2015-07-07 03:10:00+00:00,2015-07-07T03:10:00Z,2015-07-07T06:07:00Z,2015-07-07T06:07:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil,-34.9240154,-8.1259315,-46.478126,-23.4345529
TAM - 3181,TAM,Nacional,2015-07-07 04:40:00+00:00,2015-07-07T04:39:00Z,2015-07-07T06:10:00Z,2015-07-07T06:48:00Z,Realizado,AEROPORTO DE DESTINO INTERDITADO,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-47.9172348,-15.8697369
TAM - 8087,TAM,Internacional,2015-07-07 21:25:00+00:00,2015-07-07T21:25:00Z,2015-07-08T06:10:00Z,2015-07-08T06:10:00Z,Realizado,,Orlando,Orlando,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-81.308083,28.4311577
TAM - 3751,TAM,Nacional,2015-07-07 02:18:00+00:00,,2015-07-07T06:10:00Z,,Cancelado,DEVIDO AEROPORTO DE DESTINO INTERDITADO,Eduardo Gomes,Manaus,AM,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-60.0463249,-3.0358474
AAL - 906,AMERICAN AIRLINES INC,Internacional,2015-07-07 21:25:00+00:00,2015-07-07T21:25:00Z,2015-07-08T06:10:00Z,2015-07-08T06:10:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-46.478126,-23.4345529
TAM - 3601,TAM,Nacional,2015-07-07 03:31:00+00:00,2015-07-07T03:31:00Z,2015-07-07T06:10:00Z,2015-07-07T06:10:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-38.3312411,-12.9110977
AZU - 2730,AZUL,Nacional,2015-07-07 05:15:00+00:00,2015-07-07T05:14:00Z,2015-07-07T06:12:00Z,2015-07-07T06:09:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Governador Aluizio Alves,Natal,RN,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil,-34.9240154,-8.1259315,-35.3673819,-5.7683702
AZU - 4010,AZUL,Nacional,2015-07-07 02:34:00+00:00,2015-07-07T02:34:00Z,2015-07-07T06:12:00Z,2015-07-07T06:02:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Eduardo Gomes,Manaus,AM,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-60.0463249,-3.0358474
AAL - 214,AMERICAN AIRLINES INC,Internacional,2015-07-07 22:15:00+00:00,2015-07-07T22:15:00Z,2015-07-08T06:14:00Z,2015-07-08T06:14:00Z,Realizado,,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
GLO - 1901,GOL,Nacional,2015-07-07 02:50:00+00:00,2015-07-07T02:40:00Z,2015-07-07T06:15:00Z,2015-07-07T06:39:00Z,Realizado,AEROPORTO COM RESTRICOES OPERACIONAIS,Marechal Cunha Machado,Sao Luis,MA,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-44.2348802,-2.5849927
GLO - 2172,GOL,Nacional,2015-07-07 04:03:00+00:00,2015-07-07T04:03:00Z,2015-07-07T06:15:00Z,2015-07-07T06:15:00Z,Realizado,,Marechal Rondon,Varzea Grande,MT,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-56.1172687,-15.6530786
GLO - 1353,GOL,Nacional,2015-07-07 05:18:00+00:00,2015-07-07T07:42:00Z,2015-07-07T06:16:00Z,2015-07-07T09:00:00Z,Realizado,AEROPORTO DESTINO ABAIXO DOS LIMITES,Marechal Cunha Machado,Sao Luis,MA,Brasil,Prefeito Renato Moreira,Imperatriz,MA,Brasil,-47.4560696,-5.5316945,-44.2348802,-2.5849927
AAL - 274,AMERICAN AIRLINES INC,Internacional,2015-07-07 21:57:00+00:00,2015-07-07T21:37:00Z,2015-07-08T06:17:00Z,2015-07-08T05:43:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-34.9240154,-8.1259315
GLO - 1837,GOL,Nacional,2015-07-07 05:22:00+00:00,2015-07-07T06:10:00Z,2015-07-07T06:20:00Z,2015-07-07T07:06:00Z,Realizado,FALHA EQUIPO AUTOMOTIVO E DE ATENDIMENTO DE PAX,Val De Cans,Belem,PA,Brasil,Maraba,Maraba,PA,Brasil,-49.1369385,-5.3717191,-48.4775227,-1.3820615
SLX - 6416,SETE,Regional,2015-07-07 05:20:00+00:00,2015-07-07T05:12:00Z,2015-07-07T06:20:00Z,2015-07-07T06:38:00Z,Realizado,AEROPORTO DE ORIGEM INTERDITADO,Val De Cans,Belem,PA,Brasil,Marechal Cunha Machado,Sao Luis,MA,Brasil,-44.2348802,-2.5849927,-48.4775227,-1.3820615
GLO - 1141,GOL,Nacional,2015-07-07 05:05:00+00:00,,2015-07-07T06:20:00Z,,Cancelado,CANCELAMENTO - AEROPORTO ORIGEM ABAIXO LIMITES,Governador Jose Richa,Londrina,PR,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-51.1331599,-23.3320714
IBE - 6827,IBERIA,Internacional,2015-07-07 19:35:00+00:00,2015-07-07T19:35:00Z,2015-07-08T06:20:00Z,2015-07-08T06:20:00Z,Realizado,,Madrid,Madrid,N/I,Espanha,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-3.5679515,40.4839361
CMP - 759,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2015-07-07 23:22:00+00:00,2015-07-07T23:22:00Z,2015-07-08T06:20:00Z,2015-07-08T06:20:00Z,Realizado,,Panama,Panama,N/I,Panama,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-79.3873743,9.0667013
AFR - 459,AIR FRANCE,Internacional,2015-07-07 19:10:00+00:00,2015-07-07T19:10:00Z,2015-07-08T06:20:00Z,2015-07-08T06:20:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-46.478126,-23.4345529
ONE - 6369,AVIANCA BRASIL,Nacional,2015-07-07 03:02:00+00:00,2015-07-07T03:02:00Z,2015-07-07T06:20:00Z,2015-07-07T06:20:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-34.9240154,-8.1259315
GLO - 1076,GOL,Nacional,2015-07-07 05:20:00+00:00,2015-07-07T05:20:00Z,2015-07-07T06:21:00Z,2015-07-07T06:21:00Z,Realizado,,Cataratas,Foz Do Iguacu,PR,Brasil,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,-49.1724811,-25.5327132,-54.4909265,-25.5938142
GLO - 1243,GOL,Nacional,2015-07-07 04:57:00+00:00,2015-07-07T04:57:00Z,2015-07-07T06:21:00Z,2015-07-07T06:21:00Z,Realizado,,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-48.3575251,-10.2943256
CMP - 216,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2015-07-07 21:09:00+00:00,2015-07-07T23:11:00Z,2015-07-08T06:22:00Z,2015-07-08T05:45:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA - ESPECIFICO VOOS INTERNACIONAIS,Panama,Panama,N/I,Panama,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-79.3873743,9.0667013
GLO - 1501,GOL,Nacional,2015-07-07 05:30:00+00:00,2015-07-07T05:30:00Z,2015-07-07T06:23:00Z,2015-07-07T06:23:00Z,Realizado,,Serafin Enoss Bertaso,Chapeco,SC,Brasil,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-52.6606432,-27.1341385
GLO - 1961,GOL,Nacional,2015-07-07 04:12:00+00:00,2015-07-07T04:12:00Z,2015-07-07T06:24:00Z,2015-07-07T06:24:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-38.3312411,-12.9110977
TAM - 3517,TAM,Nacional,2015-07-07 05:05:00+00:00,2015-07-07T05:05:00Z,2015-07-07T06:24:00Z,2015-07-07T06:24:00Z,Realizado,,Presidente Castro Pinto,Bayeux,PB,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-34.9506137,-7.14706
GLO - 1241,GOL,Nacional,2015-07-07 02:45:00+00:00,2015-07-07T02:43:00Z,2015-07-07T06:25:00Z,2015-07-07T07:04:00Z,Realizado,AEROPORTO COM RESTRICOES OPERACIONAIS,Governador Aluizio Alves,Natal,RN,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-35.3673819,-5.7683702
GLO - 1131,GOL,Nacional,2015-07-07 05:00:00+00:00,2015-07-07T05:00:00Z,2015-07-07T06:25:00Z,2015-07-07T06:25:00Z,Realizado,,Regional De Maringa - Silvio Name Junior,Maringa,PR,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-52.0164842,-23.4766098
TAM - 3775,TAM,Nacional,2015-07-07 04:43:00+00:00,2015-07-07T04:43:00Z,2015-07-07T06:25:00Z,2015-07-07T06:25:00Z,Realizado,,Campo Grande,Campo Grande,MS,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-54.6741233,-20.4686937
TAM - 8081,TAM,Internacional,2015-07-07 20:30:00+00:00,,2015-07-08T06:25:00Z,,Cancelado,DEVIDO AEROPORTO DE DESTINO INTERDITADO,New York,New York,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-73.7781391,40.6413111
AAL - 964,AMERICAN AIRLINES INC,Internacional,2015-07-07 01:05:00+00:00,2015-07-07T01:05:00Z,2015-07-07T06:25:00Z,2015-07-07T06:25:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-60.0463249,-3.0358474
GLO - 7625,GOL,Internacional,2015-07-07 00:25:00+00:00,,2015-07-07T06:25:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Caracas/Intl,Caracas/Intl,N/I,Venezuela,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-66.8171314,10.288347
GLO - 1069,GOL,Nacional,2015-07-07 02:28:00+00:00,2015-07-07T02:28:00Z,2015-07-07T06:27:00Z,2015-07-07T06:27:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-60.0463249,-3.0358474
TPU - 919,TRASAMERICA  AIRLINES-TACAPERU,Internacional,2015-07-07 01:52:00+00:00,2015-07-07T01:15:00Z,2015-07-07T06:28:00Z,2015-07-07T05:29:00Z,Realizado,,Lima,Lima,N/I,Peru,Salgado Filho,Porto Alegre,RS,Brasil,-51.1753811,-29.9934732,-77.1074414,-12.0436644
GLO - 7733,GOL,Internacional,2015-07-07 00:30:00+00:00,,2015-07-07T06:28:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Punta Cana,Punta Cana,N/I,Republica Dominicana,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-68.3683966,18.5622845
AZU - 4100,AZUL,Nacional,2015-07-07 03:45:00+00:00,2015-07-06T03:30:00Z,2015-07-07T06:28:00Z,2015-07-06T06:19:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Maria,Aracaju,SE,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-37.0762462,-10.9822278
CMP - 442,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2015-07-07 23:46:00+00:00,2015-07-07T23:31:00Z,2015-07-08T06:28:00Z,2015-07-08T05:57:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA - ESPECIFICO VOOS INTERNACIONAIS,Panama,Panama,N/I,Panama,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-79.3873743,9.0667013
AZU - 2535,AZUL,Nacional,2015-07-07 05:05:00+00:00,2015-07-07T04:55:00Z,2015-07-07T06:29:00Z,2015-07-07T06:13:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Tenente-Coronel Aviador Cesar Bombonato,Uberlandia,MG,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil,-43.1648755,-22.9111438,-48.2308653,-18.888969
TAM - 3440,TAM,Regional,2015-07-07 05:20:00+00:00,2015-07-07T06:30:00Z,2015-07-07T06:30:00Z,2015-07-07T07:33:00Z,Realizado,AEROPORTO DE DESTINO INTERDITADO,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-43.2494233,-22.8134098
GLO - 1199,GOL,Nacional,2015-07-07 03:44:00+00:00,2015-07-07T04:08:00Z,2015-07-07T06:30:00Z,2015-07-07T07:21:00Z,Realizado,PLANO DE VOO -  APROVACAO,Governador Aluizio Alves,Natal,RN,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-35.3673819,-5.7683702
TAM - 3323,TAM,Nacional,2015-07-07 03:07:00+00:00,2015-07-07T02:59:00Z,2015-07-07T06:30:00Z,2015-07-07T06:46:00Z,Realizado,AEROPORTO DE DESTINO INTERDITADO,Pinto Martins,Fortaleza,CE,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-38.5330966,-3.7771555
TAM - 3399,TAM,Nacional,2015-07-07 03:55:00+00:00,2015-07-07T03:55:00Z,2015-07-07T06:30:00Z,2015-07-07T06:30:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-38.3312411,-12.9110977
AZU - 5097,AZUL,Nacional,2015-07-07 05:20:00+00:00,,2015-07-07T06:30:00Z,,Cancelado,AUTORIZADO,Macapa,Macapa,AP,Brasil,Val De Cans,Belem,PA,Brasil,-48.4775227,-1.3820615,-51.0671095,0.0500081
GLO - 1541,GOL,Nacional,2015-07-07 03:00:00+00:00,2015-07-07T03:00:00Z,2015-07-07T06:31:00Z,2015-07-07T06:31:00Z,Realizado,,Pinto Martins,Fortaleza,CE,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-38.5330966,-3.7771555
AZU - 4420,AZUL,Nacional,2015-07-07 05:10:00+00:00,2015-07-07T05:05:00Z,2015-07-07T06:31:00Z,2015-07-07T06:25:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Presidente Prudente,Presidente Prudente,SP,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-51.4176625,-22.1783402
GLO - 1653,GOL,Regional,2015-07-07 05:20:00+00:00,2015-07-07T05:20:00Z,2015-07-07T06:33:00Z,2015-07-07T06:33:00Z,Realizado,,Pinto Martins,Fortaleza,CE,Brasil,Marechal Cunha Machado,Sao Luis,MA,Brasil,-44.2348802,-2.5849927,-38.5330966,-3.7771555
TAM - 3585,TAM,Nacional,2015-07-07 03:12:00+00:00,2015-07-07T03:12:00Z,2015-07-07T06:33:00Z,2015-07-07T06:33:00Z,Realizado,,Placido De Castro,Sena Madureira,AC,Brasil,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-67.894367,-9.870171
AZU - 5058,AZUL,Nacional,2015-07-07 05:35:00+00:00,2015-07-07T05:26:00Z,2015-07-07T06:34:00Z,2015-07-07T06:23:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Santos Dumont,Rio De Janeiro,RJ,Brasil,-43.1648755,-22.9111438,-47.1375685,-23.008205
AVA - 261,AVIANCA,Internacional,2015-07-07 00:05:00+00:00,2015-07-07T00:07:00Z,2015-07-07T06:35:00Z,2015-07-07T05:46:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Bogota,Bogota,N/I,Colombia,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-74.1444969,4.7014128
GLO - 2077,GOL,Nacional,2015-07-07 03:50:00+00:00,2015-07-07T03:57:00Z,2015-07-07T06:35:00Z,2015-07-07T07:21:00Z,Realizado,FALHA EQUIPO AUTOMOTIVO E DE ATENDIMENTO DE PAX,Orlando Bezerra De Menezes,Juazeiro Do Norte,CE,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-39.2722291,-7.2150972
ONE - 6075,AVIANCA BRASIL,Nacional,2015-07-07 04:10:00+00:00,2015-07-07T04:10:00Z,2015-07-07T06:35:00Z,2015-07-07T06:55:00Z,Realizado,AEROPORTO DE DESTINO INTERDITADO,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-38.3312411,-12.9110977
