Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
AAL - 1265,AMERICAN AIRLINES INC,Internacional,2017-02-11 01:59:00+00:00,,2017-02-11T07:23:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Eduardo Gomes,Manaus,AM,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-60.0463249,-3.0358474
ACA - 90,AIR CANADA,Internacional,2017-02-11 01:55:00+00:00,2017-02-11T02:51:00Z,2017-02-11T11:55:00Z,2017-02-11T12:26:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Toronto,Toronto,N/I,Canada,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-79.6248197,43.6777176
ACA - 91,AIR CANADA,Internacional,2017-02-11 22:35:00+00:00,2017-02-11T23:54:00Z,2017-02-12T08:50:00Z,2017-02-12T10:31:00Z,Realizado,DEFEITOS DA AERONAVE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Toronto,Toronto,N/I,Canada,-79.6248197,43.6777176,-46.478126,-23.4345529
AEA - 57,AIR EUROPA S/A,Internacional,2017-02-11 20:15:00+00:00,2017-02-11T20:49:00Z,2017-02-12T07:35:00Z,2017-02-12T07:37:00Z,Realizado,MIGRACAO/ALFANDEGA/SAUDE,Madrid,Madrid,N/I,Espanha,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-3.5679515,40.4839361
AEA - 58,AIR EUROPA S/A,Internacional,2017-02-11 16:05:00+00:00,2017-02-11T16:05:00Z,2017-02-12T02:30:00Z,2017-02-12T02:30:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Madrid,Madrid,N/I,Espanha,-3.5679515,40.4839361,-46.478126,-23.4345529
AEA - 83,AIR EUROPA S/A,Internacional,2017-02-11 12:15:00+00:00,2017-02-11T14:30:00Z,2017-02-11T21:45:00Z,2017-02-11T23:35:00Z,Realizado,CONEXAO DE AERONAVE,Madrid,Madrid,N/I,Espanha,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-3.5679515,40.4839361
AEA - 84,AIR EUROPA S/A,Internacional,2017-02-11 23:45:00+00:00,2017-02-12T01:26:00Z,2017-02-12T08:25:00Z,2017-02-12T09:14:00Z,Realizado,CONEXAO DE AERONAVE,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Madrid,Madrid,N/I,Espanha,-3.5679515,40.4839361,-38.3312411,-12.9110977
AFR - 442,AIR FRANCE,Internacional,2017-02-11 20:35:00+00:00,2017-02-11T20:35:00Z,2017-02-12T08:10:00Z,2017-02-12T08:10:00Z,Realizado,,Paris,Paris,N/I,Franca,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,2.5479245,49.0096906
AFR - 443,AIR FRANCE,Internacional,2017-02-11 17:40:00+00:00,2017-02-11T17:40:00Z,2017-02-12T04:40:00Z,2017-02-12T04:03:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-43.2494233,-22.8134098
AFR - 454,AIR FRANCE,Internacional,2017-02-11 20:20:00+00:00,2017-02-11T20:20:00Z,2017-02-12T08:15:00Z,2017-02-12T08:15:00Z,Realizado,,Paris,Paris,N/I,Franca,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,2.5479245,49.0096906
AFR - 456,AIR FRANCE,Internacional,2017-02-11 07:10:00+00:00,2017-02-11T07:10:00Z,2017-02-11T19:05:00Z,2017-02-11T19:05:00Z,Realizado,,Paris,Paris,N/I,Franca,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,2.5479245,49.0096906
AFR - 457,AIR FRANCE,Internacional,2017-02-11 17:55:00+00:00,2017-02-11T17:55:00Z,2017-02-12T05:15:00Z,2017-02-12T05:15:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-46.478126,-23.4345529
AFR - 459,AIR FRANCE,Internacional,2017-02-11 21:10:00+00:00,2017-02-11T21:10:00Z,2017-02-12T08:15:00Z,2017-02-12T08:15:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-46.478126,-23.4345529
ARG - 1226,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 16:10:00+00:00,2017-02-11T16:10:00Z,2017-02-11T20:00:00Z,2017-02-11T20:00:00Z,Realizado,,Buenos Aires,Buenos Aires,N/I,Argentina,Porto Seguro,Porto Seguro,BA,Brasil,-39.0821431,-16.4395303,-58.5348284,-34.8150044
ARG - 1227,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 20:45:00+00:00,2017-02-11T20:45:00Z,2017-02-12T01:25:00Z,2017-02-12T01:25:00Z,Realizado,,Porto Seguro,Porto Seguro,BA,Brasil,Buenos Aires,Buenos Aires,N/I,Argentina,-58.5348284,-34.8150044,-39.0821431,-16.4395303
ARG - 1238,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 11:35:00+00:00,2017-02-11T11:35:00Z,2017-02-11T16:15:00Z,2017-02-11T16:15:00Z,Realizado,,Cordoba,Cordoba,N/I,Argentina,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-64.2123198,-31.3154367
ARG - 1239,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 17:05:00+00:00,2017-02-11T17:05:00Z,2017-02-11T22:10:00Z,2017-02-11T22:10:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Cordoba,Cordoba,N/I,Argentina,-64.2123198,-31.3154367,-38.3312411,-12.9110977
ARG - 1240,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 07:05:00+00:00,2017-02-11T07:05:00Z,2017-02-11T10:45:00Z,2017-02-11T10:45:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-58.536759,-34.816662
ARG - 1241,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 11:30:00+00:00,2017-02-11T11:30:00Z,2017-02-11T13:35:00Z,2017-02-11T13:35:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-46.478126,-23.4345529
ARG - 1244,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 15:35:00+00:00,2017-02-11T15:35:00Z,2017-02-11T19:20:00Z,2017-02-11T19:20:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-58.536759,-34.816662
ARG - 1245,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 20:00:00+00:00,2017-02-11T20:00:00Z,2017-02-11T21:55:00Z,2017-02-11T21:55:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-46.478126,-23.4345529
ARG - 1248,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 19:35:00+00:00,2017-02-11T19:35:00Z,2017-02-11T23:15:00Z,2017-02-11T23:15:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-58.536759,-34.816662
ARG - 1249,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 06:45:00+00:00,2017-02-11T06:45:00Z,2017-02-11T08:40:00Z,2017-02-11T08:40:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-46.478126,-23.4345529
ARG - 1250,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 14:05:00+00:00,2017-02-11T14:05:00Z,2017-02-11T18:00:00Z,2017-02-11T18:00:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-58.536759,-34.816662
ARG - 1251,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 18:50:00+00:00,2017-02-11T18:50:00Z,2017-02-11T21:10:00Z,2017-02-11T21:10:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Buenos Aires,Buenos Aires,N/I,Argentina,-58.5348284,-34.8150044,-43.2494233,-22.8134098
ARG - 1270,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 06:00:00+00:00,2017-02-11T06:00:00Z,2017-02-11T08:58:00Z,2017-02-11T08:58:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-58.536759,-34.816662
ARG - 1271,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 09:50:00+00:00,2017-02-11T09:50:00Z,2017-02-11T11:00:00Z,2017-02-11T11:00:00Z,Realizado,,Hercilio Luz,Florianopolis,SC,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-48.5459657,-27.670118
ARG - 1272,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 12:05:00+00:00,2017-02-11T12:05:00Z,2017-02-11T15:05:00Z,2017-02-11T15:05:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-58.536759,-34.816662
ARG - 1273,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 15:55:00+00:00,2017-02-11T15:55:00Z,2017-02-11T17:00:00Z,2017-02-11T17:00:00Z,Realizado,,Hercilio Luz,Florianopolis,SC,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-48.5459657,-27.670118
ARG - 1278,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 18:05:00+00:00,2017-02-11T18:05:00Z,2017-02-11T21:05:00Z,2017-02-11T21:05:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-58.536759,-34.816662
ARG - 1279,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 21:55:00+00:00,2017-02-11T21:55:00Z,2017-02-11T23:05:00Z,2017-02-11T23:05:00Z,Realizado,,Hercilio Luz,Florianopolis,SC,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-48.5459657,-27.670118
ARG - 1292,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 06:35:00+00:00,2017-02-11T06:35:00Z,2017-02-11T10:30:00Z,2017-02-11T10:30:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-58.536759,-34.816662
ARG - 1293,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 11:10:00+00:00,2017-02-11T11:10:00Z,2017-02-11T13:25:00Z,2017-02-11T13:25:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-43.2494233,-22.8134098
ARG - 1296,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 20:30:00+00:00,2017-02-11T20:30:00Z,2017-02-12T00:30:00Z,2017-02-12T00:30:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-58.536759,-34.816662
ARG - 1297,AEROLINEAS ARGENTINAS,Internacional,2017-02-11 07:10:00+00:00,2017-02-11T07:10:00Z,2017-02-11T08:35:00Z,2017-02-11T08:35:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-43.2494233,-22.8134098
AUT - 2230,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2017-02-11 10:15:00+00:00,2017-02-11T10:15:00Z,2017-02-11T12:50:00Z,2017-02-11T12:50:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Salgado Filho,Porto Alegre,RS,Brasil,-51.1753811,-29.9934732,-58.536759,-34.816662
AUT - 2231,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2017-02-11 13:35:00+00:00,2017-02-11T13:35:00Z,2017-02-11T14:15:00Z,2017-02-11T14:15:00Z,Realizado,,Salgado Filho,Porto Alegre,RS,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-51.1753811,-29.9934732
AUT - 2243,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2017-02-11 00:25:00+00:00,2017-02-11T00:25:00Z,2017-02-11T02:20:00Z,2017-02-11T02:20:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-46.478126,-23.4345529
AUT - 2294,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2017-02-11 18:20:00+00:00,2017-02-11T18:20:00Z,2017-02-11T22:20:00Z,2017-02-11T22:20:00Z,Realizado,,Buenos Aires,Buenos Aires,N/I,Argentina,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-58.5348284,-34.8150044
AUT - 2295,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2017-02-11 23:00:00+00:00,2017-02-11T23:00:00Z,2017-02-12T01:25:00Z,2017-02-12T01:25:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-43.2494233,-22.8134098
AVA - 85,AVIANCA,Internacional,2017-02-11 01:04:00+00:00,2017-02-11T01:47:00Z,2017-02-11T07:15:00Z,2017-02-11T07:57:00Z,Realizado,FACILIDADES DO AEROPORTO - RESTRICOES DE APOIO,Bogota,Bogota,N/I,Colombia,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-74.1444969,4.7014128
AVA - 86,AVIANCA,Internacional,2017-02-11 09:30:00+00:00,2017-02-11T09:40:00Z,2017-02-11T15:34:00Z,2017-02-11T15:13:00Z,Realizado,AEROPORTO DE ORIGEM INTERDITADO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Bogota,Bogota,N/I,Colombia,-74.1444969,4.7014128,-46.478126,-23.4345529
AVA - 248,AVIANCA,Internacional,2017-02-11 02:45:00+00:00,2017-02-11T02:04:00Z,2017-02-11T08:48:00Z,2017-02-11T07:37:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Bogota,Bogota,N/I,Colombia,-74.1444969,4.7014128,-46.478126,-23.4345529
AVA - 249,AVIANCA,Internacional,2017-02-11 18:00:00+00:00,2017-02-10T18:26:00Z,2017-02-12T00:10:00Z,2017-02-11T00:40:00Z,Realizado,CONEXAO DE AERONAVE,Bogota,Bogota,N/I,Colombia,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-74.1444969,4.7014128
AVA - 260,AVIANCA,Internacional,2017-02-11 09:00:00+00:00,2017-02-11T08:59:00Z,2017-02-11T15:33:00Z,2017-02-11T15:03:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Bogota,Bogota,N/I,Colombia,-74.1444969,4.7014128,-43.2494233,-22.8134098
AVA - 261,AVIANCA,Internacional,2017-02-11 01:18:00+00:00,2017-02-11T01:27:00Z,2017-02-11T07:35:00Z,2017-02-11T08:03:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Bogota,Bogota,N/I,Colombia,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-74.1444969,4.7014128
AZA - 672,ALITALIA,Internacional,2017-02-11 18:45:00+00:00,2017-02-11T19:06:00Z,2017-02-12T07:00:00Z,2017-02-12T07:23:00Z,Realizado,,Roma,Roma,N/I,Italia,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,12.592979,41.7990531
AZA - 673,ALITALIA,Internacional,2017-02-11 17:00:00+00:00,2017-02-11T16:48:00Z,2017-02-12T04:00:00Z,2017-02-12T03:11:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Roma,Roma,N/I,Italia,12.592979,41.7990531,-43.2494233,-22.8134098
AZA - 674,ALITALIA,Internacional,2017-02-11 19:05:00+00:00,2017-02-11T19:15:00Z,2017-02-12T07:25:00Z,2017-02-12T07:49:00Z,Realizado,,Roma,Roma,N/I,Italia,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,12.592979,41.7990531
AZA - 675,ALITALIA,Internacional,2017-02-11 17:15:00+00:00,2017-02-11T17:04:00Z,2017-02-12T04:15:00Z,2017-02-12T03:36:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Roma,Roma,N/I,Italia,12.592979,41.7990531,-46.478126,-23.4345529
AZU - 2403,AZUL,Regional,2017-02-11 08:25:00+00:00,2017-02-11T08:25:00Z,2017-02-11T09:35:00Z,2017-02-11T09:35:00Z,Realizado,,Santos Dumont,Rio De Janeiro,RJ,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-43.1648755,-22.9111438
AZU - 2410,AZUL,Nacional,2017-02-11 06:00:00+00:00,2017-02-11T05:50:00Z,2017-02-11T07:30:00Z,2017-02-11T06:58:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-46.478126,-23.4345529
AZU - 2411,AZUL,Regional,2017-02-11 07:50:00+00:00,2017-02-11T07:50:00Z,2017-02-11T09:15:00Z,2017-02-11T09:15:00Z,Realizado,,Tancredo Neves,Confins,MG,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-43.965396,-19.634099
AZU - 2412,AZUL,Nacional,2017-02-11 09:55:00+00:00,2017-02-11T09:48:00Z,2017-02-11T11:30:00Z,2017-02-11T10:59:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-46.478126,-23.4345529
AZU - 2420,AZUL,Nacional,2017-02-11 06:10:00+00:00,2017-02-11T06:10:00Z,2017-02-11T07:30:00Z,2017-02-11T07:14:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-47.1375685,-23.008205
