Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
ONE - 6175,AVIANCA BRASIL,Nacional,2016-05-01 15:42:00+00:00,2016-05-01T15:42:00Z,2016-05-01T16:55:00Z,2016-05-01T16:55:00Z,Realizado,,Hercilio Luz,Florianopolis,SC,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-48.5459657,-27.670118
AZU - 2862,AZUL,Nacional,2016-05-01 15:10:00+00:00,2016-05-01T15:01:00Z,2016-05-01T16:55:00Z,2016-05-01T16:52:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Salgado Filho,Porto Alegre,RS,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-51.1753811,-29.9934732
ONE - 6011,AVIANCA BRASIL,Nacional,2016-05-01 15:55:00+00:00,2016-05-01T16:00:00Z,2016-05-01T16:55:00Z,2016-05-01T17:17:00Z,Realizado,AEROPORTO DE ORIGEM INTERDITADO,Santos Dumont,Rio De Janeiro,RJ,Brasil,Congonhas,Sao Paulo,SP,Brasil,-46.6565842,-23.6273246,-43.1648755,-22.9111438
AZU - 5777,AZUL,Nacional,2016-05-01 14:20:00+00:00,2016-05-01T14:10:00Z,2016-05-01T16:57:00Z,2016-05-01T16:46:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Governador Aluizio Alves,Natal,RN,Brasil,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-35.3673819,-5.7683702
GLO - 5641,GOL,Nacional,2016-05-01 16:03:00+00:00,2016-05-01T16:03:00Z,2016-05-01T16:59:00Z,2016-05-01T16:59:00Z,Realizado,,Porto Seguro,Porto Seguro,BA,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-39.0821431,-16.4395303
PAM - 5913,MAP LINHAS AEREAS,Regional,2016-05-01 16:21:00+00:00,2016-05-01T16:21:00Z,2016-05-01T16:59:00Z,2016-05-01T16:59:00Z,Realizado,,Maestro Wilson Fonseca,Santarem,PA,Brasil,Itaituba,Itaituba,PA,Brasil,-56.0068645,-4.2457249,-54.7862433,-2.4248295
AZU - 5059,AZUL,Nacional,2016-05-01 21:40:00+00:00,2016-05-01T21:43:00Z,2016-05-02T00:00:00Z,2016-05-01T23:58:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Viracopos,Campinas,SP,Brasil,Marechal Rondon,Varzea Grande,MT,Brasil,-56.1172687,-15.6530786,-47.1375685,-23.008205
GLO - 4809,GOL,Nacional,2016-05-01 22:20:00+00:00,2016-05-01T22:20:00Z,2016-05-02T00:00:00Z,2016-05-02T00:00:00Z,Realizado,,Tancredo Neves,Confins,MG,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-43.965396,-19.634099
CMP - 205,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2016-05-01 17:55:00+00:00,2016-05-01T17:55:00Z,2016-05-02T00:00:00Z,2016-05-02T00:00:00Z,Realizado,,Panama,Panama,N/I,Panama,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-79.3873743,9.0667013
AZU - 5752,AZUL,Regional,2016-05-01 21:40:00+00:00,2016-05-01T21:40:00Z,2016-05-02T00:00:00Z,2016-05-02T00:00:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Municipal Francisco De Matos Pereira,Dourados,MS,Brasil,-54.9248825,-22.1971221,-47.1375685,-23.008205
