Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
DLH - 507,LUFTHANSA,Internacional,2016-06-08 18:15:00+00:00,2016-06-08T18:14:00Z,2016-06-09T05:50:00Z,2016-06-09T05:20:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Frankfurt,Frankfurt,N/I,Alemanha,8.5621518,50.0379326,-46.478126,-23.4345529
RAM - 213,ROYAL AIR MAROC,Internacional,2016-06-08 20:40:00+00:00,2016-06-08T21:13:00Z,2016-06-09T05:50:00Z,2016-06-09T06:25:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Casablanca,Casablanca,N/I,Marrocos,-7.5848484,33.374393,-46.478126,-23.4345529
GLO - 1205,GOL,Nacional,2016-06-08 04:00:00+00:00,2016-06-08T04:00:00Z,2016-06-08T05:50:00Z,2016-06-08T05:50:00Z,Realizado,,Val De Cans,Belem,PA,Brasil,Pinto Martins,Fortaleza,CE,Brasil,-38.5330966,-3.7771555,-48.4775227,-1.3820615
ARE - 3505,AIRES - LAN COLOMBIA,Internacional,2016-06-08 23:30:00+00:00,2016-06-08T23:30:00Z,2016-06-09T05:50:00Z,2016-06-09T05:50:00Z,Realizado,,Bogota,Bogota,N/I,Colombia,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-74.1444969,4.7014128
GLO - 7637,GOL,Internacional,2016-06-08 03:10:00+00:00,2016-06-08T03:10:00Z,2016-06-08T05:50:00Z,2016-06-08T05:50:00Z,Realizado,,Montevideu,Montevideu,N/I,Uruguai,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-56.0302418,-34.8371859
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-06-08 21:57:00+00:00,2016-06-08T21:57:00Z,2016-06-09T05:52:00Z,2016-06-09T05:52:00Z,Realizado,,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
SWR - 92,SWISSAIR,Internacional,2016-06-08 17:40:00+00:00,2016-06-08T17:40:00Z,2016-06-09T05:55:00Z,2016-06-09T05:55:00Z,Realizado,,Zurique,Zurique,N/I,Suica,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,8.5554755,47.4582165
TAM - 3081,TAM,Regional,2016-06-08 03:18:00+00:00,2016-06-08T03:18:00Z,2016-06-08T05:55:00Z,2016-06-08T05:55:00Z,Realizado,,Maestro Wilson Fonseca,Santarem,PA,Brasil,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-54.7862433,-2.4248295
AZU - 8705,AZUL,Internacional,2016-06-08 21:45:00+00:00,2016-06-08T21:45:00Z,2016-06-09T05:55:00Z,2016-06-09T05:55:00Z,Realizado,,Fort Lauderdale,Fort Lauderdale,N/I,Estados Unidos,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-80.1506022,26.0742344
AZU - 4289,AZUL,Nacional,2016-06-08 04:35:00+00:00,2016-06-08T04:27:00Z,2016-06-08T06:00:00Z,2016-06-08T05:46:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil,-49.2221166,-16.632488,-48.3575251,-10.2943256
