Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-03-24 22:39:00+00:00,2016-03-25T01:17:00Z,2016-03-25T06:19:00Z,2016-03-25T09:06:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,2016-03-24 22:39:00+00:00,2016-03-14T22:37:00Z,2016-03-25T06:19:00Z,2016-03-15T06:04:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-03-24 21:57:00+00:00,2016-03-14T21:54:00Z,2016-03-25T05:52:00Z,2016-03-15T05:42:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,2016-03-24 21:57:00+00:00,2016-03-24T21:52:00Z,2016-03-25T05:52:00Z,2016-03-25T05:35:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 273,AMERICAN AIRLINES INC,Internacional,2016-03-24 22:49:00+00:00,2016-03-14T23:06:00Z,2016-03-25T06:40:00Z,2016-03-15T06:36:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Guararapes - Gilberto Freyre,Recife,PE,Brasil,-34.9240154,-8.1259315,-80.2870457,25.795865
AAL - 273,AMERICAN AIRLINES INC,Internacional,2016-03-24 22:49:00+00:00,2016-03-24T22:53:00Z,2016-03-25T06:40:00Z,2016-03-25T06:32:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Guararapes - Gilberto Freyre,Recife,PE,Brasil,-34.9240154,-8.1259315,-80.2870457,25.795865
AAL - 274,AMERICAN AIRLINES INC,Internacional,2016-03-24 21:40:00+00:00,2016-03-24T21:32:00Z,2016-03-25T06:07:00Z,2016-03-25T05:39:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-34.9240154,-8.1259315
AAL - 961,AMERICAN AIRLINES INC,Internacional,2016-03-24 17:55:00+00:00,2016-03-24T17:47:00Z,2016-03-24T23:12:00Z,2016-03-25T00:14:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Eduardo Gomes,Manaus,AM,Brasil,-60.0463249,-3.0358474,-80.2870457,25.795865
AAL - 961,AMERICAN AIRLINES INC,Internacional,2016-03-24 17:55:00+00:00,2016-03-14T17:43:00Z,2016-03-24T23:12:00Z,2016-03-14T22:47:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Eduardo Gomes,Manaus,AM,Brasil,-60.0463249,-3.0358474,-80.2870457,25.795865
AAL - 964,AMERICAN AIRLINES INC,Internacional,2016-03-24 00:35:00+00:00,2016-03-24T00:15:00Z,2016-03-24T05:59:00Z,2016-03-24T05:36:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Eduardo Gomes,Manaus,AM,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-60.0463249,-3.0358474
