Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
AAL - 233,AMERICAN AIRLINES INC,Internacional,2016-03-20 10:50:00+00:00,2016-03-20T10:48:00Z,2016-03-20T19:25:00Z,2016-03-20T19:06:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-80.2870457,25.795865
AAL - 234,AMERICAN AIRLINES INC,Internacional,2016-03-20 11:55:00+00:00,2016-03-20T11:42:00Z,2016-03-20T20:25:00Z,2016-03-20T19:55:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-46.478126,-23.4345529
AAL - 961,AMERICAN AIRLINES INC,Internacional,2016-03-20 17:55:00+00:00,2016-03-20T18:05:00Z,2016-03-20T23:12:00Z,2016-03-20T23:11:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Eduardo Gomes,Manaus,AM,Brasil,-60.0463249,-3.0358474,-80.2870457,25.795865
AAL - 991,AMERICAN AIRLINES INC,Internacional,2016-03-20 01:00:00+00:00,2016-03-19T23:12:00Z,2016-03-20T09:16:00Z,2016-03-20T07:18:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-80.2870457,25.795865
AAL - 992,AMERICAN AIRLINES INC,Internacional,2016-03-20 23:24:00+00:00,2016-03-20T21:22:00Z,2016-03-21T08:02:00Z,2016-03-21T05:21:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Tancredo Neves,Confins,MG,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-43.965396,-19.634099
AFR - 456,AIR FRANCE,Internacional,2016-03-20 06:30:00+00:00,2016-03-20T09:30:00Z,2016-03-20T18:25:00Z,2016-03-20T21:53:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Paris,Paris,N/I,Franca,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,2.5479245,49.0096906
AFR - 459,AIR FRANCE,Internacional,2016-03-20 20:25:00+00:00,2016-03-20T23:30:00Z,2016-03-21T07:35:00Z,2016-03-21T10:40:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-46.478126,-23.4345529
AUT - 2222,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-03-20 14:20:00+00:00,2016-03-20T14:20:00Z,2016-03-20T17:00:00Z,2016-03-20T17:00:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-58.536759,-34.816662
AUT - 2223,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-03-20 17:30:00+00:00,2016-03-20T17:30:00Z,2016-03-20T20:25:00Z,2016-03-20T20:25:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-46.478126,-23.4345529
AUT - 2240,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-03-20 07:00:00+00:00,2016-03-20T07:00:00Z,2016-03-20T09:45:00Z,2016-03-20T09:45:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-58.536759,-34.816662
