Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
AZU - 2956,AZUL,Nacional,2017-08-01 01:15:00+00:00,2017-07-31T01:33:00Z,2017-08-01T02:25:00Z,2017-07-31T02:40:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO AEROPORTO INTERDITADO,Marechal Cunha Machado,Sao Luis,MA,Brasil,Prefeito Renato Moreira,Imperatriz,MA,Brasil,-47.4560696,-5.5316945,-44.2348802,-2.5849927
AZU - 5059,AZUL,Nacional,2017-08-01 00:54:00+00:00,2017-08-01T00:40:00Z,2017-08-01T02:45:00Z,2017-08-01T02:23:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Marechal Rondon,Varzea Grande,MT,Brasil,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,Brasil,-63.89832,-8.7141702,-56.1172687,-15.6530786
DTA - 745,TAAG LINHAS AEREAS DE ANGOLA,Internacional,2017-08-01 05:00:00+00:00,2017-08-01T05:00:00Z,2017-08-01T06:10:00Z,2017-08-01T06:10:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-46.478126,-23.4345529
GLO - 1632,GOL,Nacional,2017-08-01 02:55:00+00:00,2017-08-01T02:55:00Z,2017-08-01T03:55:00Z,2017-08-01T03:55:00Z,Realizado,,Presidente Joao Suassuna,Campina Grande,PB,Brasil,Senador Nilo Coelho,Petrolina,PE,Brasil,-40.5660751,-9.3665077,-35.8940206,-7.2688784
GLO - 1648,GOL,Nacional,2017-08-01 03:50:00+00:00,2017-08-01T04:06:00Z,2017-08-01T05:00:00Z,2017-08-01T05:13:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO AEROPORTO INTERDITADO,Cruzeiro Do Sul,Cruzeiro Do Sul,AC,Brasil,Placido De Castro,Sena Madureira,AC,Brasil,-67.894367,-9.870171,-72.773428,-7.598349
GLO - 1648,GOL,Nacional,2017-08-01 05:30:00+00:00,2017-08-01T05:43:00Z,2017-08-01T08:30:00Z,2017-08-01T08:59:00Z,Realizado,AEROPORTO COM RESTRICOES OPERACIONAIS,Placido De Castro,Sena Madureira,AC,Brasil,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-67.894367,-9.870171
GLO - 1648,GOL,Nacional,2017-08-01 01:05:00+00:00,2017-08-01T01:15:00Z,2017-08-01T03:20:00Z,2017-08-01T03:36:00Z,Realizado,CONEXAO AERONAVE/VOLTA - VOO DE IDA NAO PENALIZADO AEROPORTO INTERDITADO,Eduardo Gomes,Manaus,AM,Brasil,Cruzeiro Do Sul,Cruzeiro Do Sul,AC,Brasil,-72.773428,-7.598349,-60.0463249,-3.0358474
GLO - 1782,GOL,Nacional,2017-08-01 05:20:00+00:00,2017-08-01T05:20:00Z,2017-08-01T09:10:00Z,2017-08-01T09:10:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-60.0463249,-3.0358474
GLO - 1782,GOL,Nacional,2017-08-01 02:38:00+00:00,2017-08-01T02:38:00Z,2017-08-01T04:50:00Z,2017-08-01T04:50:00Z,Realizado,,Cruzeiro Do Sul,Cruzeiro Do Sul,AC,Brasil,Eduardo Gomes,Manaus,AM,Brasil,-60.0463249,-3.0358474,-72.773428,-7.598349
GLO - 1782,GOL,Nacional,2017-08-01 01:05:00+00:00,2017-08-01T01:05:00Z,2017-08-01T02:08:00Z,2017-08-01T02:08:00Z,Realizado,,Placido De Castro,Sena Madureira,AC,Brasil,Cruzeiro Do Sul,Cruzeiro Do Sul,AC,Brasil,-72.773428,-7.598349,-67.894367,-9.870171
