Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
GLO - 1283,GOL,Nacional,2015-02-22 04:40:00+00:00,,2015-02-22T06:01:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Senador Nilo Coelho,Petrolina,PE,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil,-34.9240154,-8.1259315,-40.5660751,-9.3665077
GLO - 1759,GOL,Regional,2015-02-22 04:45:00+00:00,,2015-02-22T06:02:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Presidente Joao Suassuna,Campina Grande,PB,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-35.8940206,-7.2688784
DLH - 500,LUFTHANSA,Internacional,2015-02-22 18:10:00+00:00,2015-02-22T19:21:00Z,2015-02-23T06:02:00Z,2015-02-23T05:55:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Frankfurt,Frankfurt,N/I,Alemanha,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,8.5621518,50.0379326
DLH - 506,LUFTHANSA,Internacional,2015-02-22 17:55:00+00:00,2015-02-22T17:55:00Z,2015-02-23T06:05:00Z,2015-02-23T06:05:00Z,Realizado,,Frankfurt,Frankfurt,N/I,Alemanha,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,8.5621518,50.0379326
GLO - 1093,GOL,Nacional,2015-02-22 04:35:00+00:00,,2015-02-22T06:05:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Governador Aluizio Alves,Natal,RN,Brasil,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-35.3673819,-5.7683702
BAW - 247,BRITISH AIRWAYS PLC,Internacional,2015-02-22 18:25:00+00:00,2015-02-22T18:25:00Z,2015-02-23T06:05:00Z,2015-02-23T06:05:00Z,Realizado,,Londres,Londres,N/I,Reino Unido,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,0.049518,51.5048437
TAM - 8085,TAM,Internacional,2015-02-22 18:05:00+00:00,2015-02-22T18:05:00Z,2015-02-23T06:05:00Z,2015-02-23T06:05:00Z,Realizado,,Londres,Londres,N/I,Reino Unido,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,0.049518,51.5048437
GLO - 1161,GOL,Regional,2015-02-22 03:29:00+00:00,2015-02-22T03:29:00Z,2015-02-22T06:05:00Z,2015-02-22T06:05:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-38.3312411,-12.9110977
TAM - 3585,TAM,Nacional,2015-02-22 02:46:00+00:00,2015-02-22T02:46:00Z,2015-02-22T06:05:00Z,2015-02-22T06:05:00Z,Realizado,,Placido De Castro,Sena Madureira,AC,Brasil,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-67.894367,-9.870171
AAL - 904,AMERICAN AIRLINES INC,Internacional,2015-02-22 21:11:00+00:00,2015-02-22T21:11:00Z,2015-02-23T06:06:00Z,2015-02-23T06:06:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-43.2494233,-22.8134098
TAM - 3646,TAM,Nacional,2015-02-22 03:10:00+00:00,2015-02-22T03:10:00Z,2015-02-22T06:07:00Z,2015-02-22T06:07:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Guararapes - Gilberto Freyre,Recife,PE,Brasil,-34.9240154,-8.1259315,-46.478126,-23.4345529
AAL - 214,AMERICAN AIRLINES INC,Internacional,2015-02-22 22:25:00+00:00,2015-02-22T22:25:00Z,2015-02-23T06:09:00Z,2015-02-23T06:09:00Z,Realizado,,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AZU - 4098,AZUL,Nacional,2015-02-22 03:00:00+00:00,2015-02-22T02:49:00Z,2015-02-22T06:10:00Z,2015-02-22T05:45:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Val De Cans,Belem,PA,Brasil,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-48.4775227,-1.3820615
TAM - 3515,TAM,Nacional,2015-02-22 04:20:00+00:00,2015-02-22T04:20:00Z,2015-02-22T06:10:00Z,2015-02-22T06:10:00Z,Realizado,,Val De Cans,Belem,PA,Brasil,Pinto Martins,Fortaleza,CE,Brasil,-38.5330966,-3.7771555,-48.4775227,-1.3820615
AZU - 4171,AZUL,Nacional,2015-02-22 02:20:00+00:00,2015-02-22T02:20:00Z,2015-02-22T06:12:00Z,2015-02-22T06:12:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-60.0463249,-3.0358474
GLO - 1353,GOL,Nacional,2015-02-22 05:18:00+00:00,2015-02-22T05:18:00Z,2015-02-22T06:13:00Z,2015-02-22T06:13:00Z,Realizado,,Marechal Cunha Machado,Sao Luis,MA,Brasil,Prefeito Renato Moreira,Imperatriz,MA,Brasil,-47.4560696,-5.5316945,-44.2348802,-2.5849927
TAM - 8087,TAM,Internacional,2015-02-22 21:20:00+00:00,2015-02-22T21:20:00Z,2015-02-23T06:15:00Z,2015-02-23T06:15:00Z,Realizado,,Orlando,Orlando,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-81.308083,28.4311577
TAM - 3893,TAM,Nacional,2015-02-22 05:05:00+00:00,2015-02-22T05:05:00Z,2015-02-22T06:15:00Z,2015-02-22T06:15:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Maestro Wilson Fonseca,Santarem,PA,Brasil,-54.7862433,-2.4248295,-60.0463249,-3.0358474
GLO - 1199,GOL,Nacional,2015-02-22 03:32:00+00:00,2015-02-22T03:32:00Z,2015-02-22T06:18:00Z,2015-02-22T06:18:00Z,Realizado,,Governador Aluizio Alves,Natal,RN,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-35.3673819,-5.7683702
BAW - 246,BRITISH AIRWAYS PLC,Internacional,2015-02-22 17:05:00+00:00,2015-02-22T17:05:00Z,2015-02-23T06:20:00Z,2015-02-23T06:20:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Londres,Londres,N/I,Reino Unido,0.049518,51.5048437,-46.478126,-23.4345529
GLO - 1871,GOL,Nacional,2015-02-22 04:00:00+00:00,2015-02-22T04:00:00Z,2015-02-22T06:20:00Z,2015-02-22T06:20:00Z,Realizado,,Marechal Rondon,Varzea Grande,MT,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-56.1172687,-15.6530786
CMP - 759,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2015-02-22 23:22:00+00:00,2015-02-22T23:22:00Z,2015-02-23T06:20:00Z,2015-02-23T06:20:00Z,Realizado,,Panama,Panama,N/I,Panama,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-79.3873743,9.0667013
GLO - 1837,GOL,Nacional,2015-02-22 05:22:00+00:00,,2015-02-22T06:20:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Val De Cans,Belem,PA,Brasil,Maraba,Maraba,PA,Brasil,-49.1369385,-5.3717191,-48.4775227,-1.3820615
AZU - 6989,AZUL,Nacional,2015-02-22 05:00:00+00:00,2015-02-22T05:00:00Z,2015-02-22T06:20:00Z,2015-02-22T06:20:00Z,Realizado,,Brigadeiro Lysias Rodrigues,Palmas,TO,Brasil,Santa Genoveva,Goiania,GO,Brasil,-49.2221166,-16.632488,-48.3575251,-10.2943256
AZU - 8705,AZUL,Internacional,2015-02-22 21:45:00+00:00,2015-02-22T21:35:00Z,2015-02-23T06:20:00Z,2015-02-23T06:10:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Fort Lauderdale,Fort Lauderdale,N/I,Estados Unidos,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-80.1506022,26.0742344
DLH - 507,LUFTHANSA,Internacional,2015-02-22 18:45:00+00:00,2015-02-22T18:44:00Z,2015-02-23T06:20:00Z,2015-02-23T05:48:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Frankfurt,Frankfurt,N/I,Alemanha,8.5621518,50.0379326,-46.478126,-23.4345529
GLO - 1076,GOL,Nacional,2015-02-22 05:20:00+00:00,2015-02-22T05:20:00Z,2015-02-22T06:21:00Z,2015-02-22T06:21:00Z,Realizado,,Cataratas,Foz Do Iguacu,PR,Brasil,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,-49.1724811,-25.5327132,-54.4909265,-25.5938142
CMP - 216,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2015-02-22 21:09:00+00:00,2015-02-22T21:09:00Z,2015-02-23T06:22:00Z,2015-02-23T06:22:00Z,Realizado,,Panama,Panama,N/I,Panama,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-79.3873743,9.0667013
AZU - 2747,AZUL,Nacional,2015-02-22 02:48:00+00:00,2015-02-22T02:37:00Z,2015-02-22T06:23:00Z,2015-02-22T06:06:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Pinto Martins,Fortaleza,CE,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-38.5330966,-3.7771555
TAM - 3859,TAM,Nacional,2015-02-22 03:00:00+00:00,2015-02-22T03:00:00Z,2015-02-22T06:25:00Z,2015-02-22T06:25:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Pinto Martins,Fortaleza,CE,Brasil,-38.5330966,-3.7771555,-60.0463249,-3.0358474
GLO - 1241,GOL,Nacional,2015-02-22 02:45:00+00:00,2015-02-22T02:45:00Z,2015-02-22T06:25:00Z,2015-02-22T06:25:00Z,Realizado,,Governador Aluizio Alves,Natal,RN,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-35.3673819,-5.7683702
CMP - 442,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2015-02-22 23:53:00+00:00,2015-02-22T23:53:00Z,2015-02-23T06:28:00Z,2015-02-23T06:28:00Z,Realizado,,Panama,Panama,N/I,Panama,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-79.3873743,9.0667013
AZU - 4100,AZUL,Nacional,2015-02-22 03:43:00+00:00,2015-02-21T02:31:00Z,2015-02-22T06:28:00Z,2015-02-21T06:05:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Santa Maria,Aracaju,SE,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-37.0762462,-10.9822278
TAM - 3487,TAM,Nacional,2015-02-22 03:17:00+00:00,2015-02-22T03:17:00Z,2015-02-22T06:29:00Z,2015-02-22T06:29:00Z,Realizado,,Governador Aluizio Alves,Natal,RN,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-35.3673819,-5.7683702
DAL - 221,DELTA AIRLINES,Internacional,2015-02-22 21:56:00+00:00,2015-02-22T23:20:00Z,2015-02-23T06:30:00Z,2015-02-23T07:58:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Atlanta/Intl,Atlanta/Intl,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-84.4277001,33.6407282
TAM - 3513,TAM,Nacional,2015-02-22 03:00:00+00:00,2015-02-22T03:00:00Z,2015-02-22T06:30:00Z,2015-02-22T06:30:00Z,Realizado,,Santa Maria,Aracaju,SE,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-37.0762462,-10.9822278
TAM - 3359,TAM,Nacional,2015-02-22 03:05:00+00:00,2015-02-22T03:05:00Z,2015-02-22T06:30:00Z,2015-02-22T06:30:00Z,Realizado,,Presidente Castro Pinto,Bayeux,PB,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-34.9506137,-7.14706
TAM - 8103,TAM,Internacional,2015-02-22 20:15:00+00:00,2015-02-22T20:15:00Z,2015-02-23T06:30:00Z,2015-02-23T06:30:00Z,Realizado,,New York,New York,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-73.7781391,40.6413111
GLO - 1541,GOL,Nacional,2015-02-22 03:00:00+00:00,2015-02-22T03:00:00Z,2015-02-22T06:31:00Z,2015-02-22T06:31:00Z,Realizado,,Pinto Martins,Fortaleza,CE,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-38.5330966,-3.7771555
GLO - 1653,GOL,Regional,2015-02-22 05:20:00+00:00,2015-02-22T05:20:00Z,2015-02-22T06:33:00Z,2015-02-22T06:33:00Z,Realizado,,Pinto Martins,Fortaleza,CE,Brasil,Marechal Cunha Machado,Sao Luis,MA,Brasil,-44.2348802,-2.5849927,-38.5330966,-3.7771555
TAM - 3751,TAM,Nacional,2015-02-22 02:47:00+00:00,2015-02-22T02:47:00Z,2015-02-22T06:35:00Z,2015-02-22T06:35:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-60.0463249,-3.0358474
TAM - 3181,TAM,Nacional,2015-02-22 04:57:00+00:00,2015-02-22T04:57:00Z,2015-02-22T06:35:00Z,2015-02-22T06:35:00Z,Realizado,,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-47.9172348,-15.8697369
AVA - 261,AVIANCA,Internacional,2015-02-22 00:05:00+00:00,2015-02-22T00:05:00Z,2015-02-22T06:35:00Z,2015-02-22T06:33:00Z,Realizado,,Bogota,Bogota,N/I,Colombia,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-74.1444969,4.7014128
AAL - 998,AMERICAN AIRLINES INC,Internacional,2015-02-22 22:06:00+00:00,2015-02-22T22:06:00Z,2015-02-23T06:36:00Z,2015-02-23T06:36:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.1375685,-23.008205
GLO - 1811,GOL,Nacional,2015-02-22 03:15:00+00:00,2015-02-22T03:03:00Z,2015-02-22T06:38:00Z,2015-02-22T06:18:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Salgado Filho,Porto Alegre,RS,Brasil,-51.1753811,-29.9934732,-38.3312411,-12.9110977
TAM - 3645,TAM,Regional,2015-02-22 03:40:00+00:00,2015-02-22T03:40:00Z,2015-02-22T06:40:00Z,2015-02-22T06:40:00Z,Realizado,,Zumbi Dos Palmares,Rio Largo,AL,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-35.7928829,-9.5116056
GLO - 1198,GOL,Nacional,2015-02-22 03:35:00+00:00,2015-02-22T03:35:00Z,2015-02-22T06:40:00Z,2015-02-22T06:40:00Z,Realizado,,Presidente Castro Pinto,Bayeux,PB,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-34.9506137,-7.14706
TAM - 3323,TAM,Nacional,2015-02-22 03:10:00+00:00,2015-02-22T03:10:00Z,2015-02-22T06:40:00Z,2015-02-22T06:40:00Z,Realizado,,Pinto Martins,Fortaleza,CE,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-38.5330966,-3.7771555
AZU - 2685,AZUL,Nacional,2015-02-22 04:00:00+00:00,2015-02-21T02:55:00Z,2015-02-22T06:41:00Z,2015-02-21T06:25:00Z,Realizado,ANTECIPACAO DE HORARIO AUTORIZADA,Senador Nilo Coelho,Petrolina,PE,Brasil,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-40.5660751,-9.3665077
TAM - 3551,TAM,Regional,2015-02-22 03:21:00+00:00,2015-02-22T03:21:00Z,2015-02-22T06:42:00Z,2015-02-22T06:42:00Z,Realizado,,Marechal Cunha Machado,Sao Luis,MA,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-44.2348802,-2.5849927
GLO - 1255,GOL,Nacional,2015-02-22 05:25:00+00:00,2015-02-22T05:25:00Z,2015-02-22T06:43:00Z,2015-02-22T06:43:00Z,Realizado,,Maestro Wilson Fonseca,Santarem,PA,Brasil,Val De Cans,Belem,PA,Brasil,-48.4775227,-1.3820615,-54.7862433,-2.4248295
GLO - 2077,GOL,Nacional,2015-02-22 03:50:00+00:00,2015-02-22T03:50:00Z,2015-02-22T06:45:00Z,2015-02-22T06:45:00Z,Realizado,,Orlando Bezerra De Menezes,Juazeiro Do Norte,CE,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-39.2722291,-7.2150972
GLO - 2061,GOL,Nacional,2015-02-22 03:45:00+00:00,2015-02-22T03:45:00Z,2015-02-22T06:45:00Z,2015-02-22T06:45:00Z,Realizado,,Zumbi Dos Palmares,Rio Largo,AL,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-35.7928829,-9.5116056
ONE - 6251,AVIANCA BRASIL,Nacional,2015-02-22 04:30:00+00:00,2015-02-22T04:30:00Z,2015-02-22T06:45:00Z,2015-02-22T06:45:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-38.3312411,-12.9110977
GLO - 1881,GOL,Nacional,2015-02-22 03:38:00+00:00,,2015-02-22T06:47:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Presidente Castro Pinto,Bayeux,PB,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-34.9506137,-7.14706
GLO - 1471,GOL,Nacional,2015-02-22 03:35:00+00:00,2015-02-22T03:35:00Z,2015-02-22T06:49:00Z,2015-02-22T06:49:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-34.9240154,-8.1259315
ONE - 8501,AVIANCA BRASIL,Internacional,2015-02-22 01:30:00+00:00,2015-02-22T01:27:00Z,2015-02-22T06:50:00Z,2015-02-22T07:28:00Z,Realizado,AEROPORTO DE DESTINO INTERDITADO,Bogota,Bogota,N/I,Colombia,Pinto Martins,Fortaleza,CE,Brasil,-38.5330966,-3.7771555,-74.1444969,4.7014128
GLO - 2001,GOL,Nacional,2015-02-22 03:15:00+00:00,2015-02-22T03:19:00Z,2015-02-22T06:50:00Z,2015-02-22T07:08:00Z,Realizado,AEROPORTO COM RESTRICOES OPERACIONAIS,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-63.89832,-8.7141702
ONE - 6319,AVIANCA BRASIL,Nacional,2015-02-22 05:56:00+00:00,2015-02-22T05:56:00Z,2015-02-22T06:50:00Z,2015-02-22T06:50:00Z,Realizado,,Salgado Filho,Porto Alegre,RS,Brasil,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-51.1753811,-29.9934732
TAP - 62,TAP AIR PORTUGAL,Internacional,2015-02-22 20:50:00+00:00,2015-02-22T20:50:00Z,2015-02-23T06:50:00Z,2015-02-23T06:50:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Porto,Porto,N/I,Portugal,-8.6785514,41.2421186,-43.2494233,-22.8134098
AFR - 442,AIR FRANCE,Internacional,2015-02-22 19:20:00+00:00,2015-02-22T19:20:00Z,2015-02-23T06:51:00Z,2015-02-23T06:51:00Z,Realizado,,Paris,Paris,N/I,Franca,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,2.5479245,49.0096906
AAL - 274,AMERICAN AIRLINES INC,Internacional,2015-02-22 22:25:00+00:00,2015-02-22T22:25:00Z,2015-02-23T06:51:00Z,2015-02-23T06:51:00Z,Realizado,,Guararapes - Gilberto Freyre,Recife,PE,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-34.9240154,-8.1259315
CMP - 409,COPA -COMPANIA PANAMENA DE AVIACION,Internacional,2015-02-22 23:47:00+00:00,2015-02-22T23:47:00Z,2015-02-23T06:54:00Z,2015-02-23T06:54:00Z,Realizado,TROCA DE AERONAVE,Panama,Panama,N/I,Panama,Salgado Filho,Porto Alegre,RS,Brasil,-51.1753811,-29.9934732,-79.3873743,9.0667013
AZA - 672,ALITALIA,Internacional,2015-02-22 18:45:00+00:00,2015-02-22T17:35:00Z,2015-02-23T06:55:00Z,2015-02-23T05:09:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Roma,Roma,N/I,Italia,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,12.592979,41.7990531
TAM - 3334,TAM,Nacional,2015-02-22 06:00:00+00:00,2015-02-22T06:00:00Z,2015-02-22T06:55:00Z,2015-02-22T06:55:00Z,Realizado,,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-49.1724811,-25.5327132
ONE - 6160,AVIANCA BRASIL,Nacional,2015-02-22 06:00:00+00:00,2015-02-22T06:00:00Z,2015-02-22T06:55:00Z,2015-02-22T06:55:00Z,Realizado,,Serafin Enoss Bertaso,Chapeco,SC,Brasil,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-52.6606432,-27.1341385
