Voos,Companhia.Aerea,Codigo.Tipo.Linha,Partida.Prevista,Partida.Real,Chegada.Prevista,Chegada.Real,Situacao.Voo,Codigo.Justificativa,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Pais.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,Pais.Destino,LongDest,LatDest,LongOrig,LatOrig
AAL - 904,AMERICAN AIRLINES INC,Internacional,2016-01-17 22:20:00+00:00,2016-01-17T22:20:00Z,2016-01-18T07:22:00Z,2016-01-18T07:22:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-43.2494233,-22.8134098
AAL - 905,AMERICAN AIRLINES INC,Internacional,2016-01-17 00:49:00+00:00,2016-01-17T01:42:00Z,2016-01-17T09:27:00Z,2016-01-17T10:21:00Z,Realizado,AEROPORTO ORIGEM ABAIXO DOS LIMITES,Miami,Miami,N/I,Estados Unidos,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-80.2870457,25.795865
AAL - 906,AMERICAN AIRLINES INC,Internacional,2016-01-17 01:30:00+00:00,2016-01-17T02:41:00Z,2016-01-17T10:05:00Z,2016-01-17T10:29:00Z,Realizado,CONEXAO DE AERONAVE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-46.478126,-23.4345529
AAL - 907,AMERICAN AIRLINES INC,Internacional,2016-01-17 00:50:00+00:00,2016-01-17T01:48:00Z,2016-01-17T10:28:00Z,2016-01-17T10:14:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Viracopos,Campinas,SP,Brasil,-47.1375685,-23.008205,-80.2870457,25.795865
AAL - 929,AMERICAN AIRLINES INC,Internacional,2016-01-17 23:05:00+00:00,2016-01-17T23:05:00Z,2016-01-18T07:30:00Z,2016-01-18T07:30:00Z,Realizado,,Miami,Miami,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-80.2870457,25.795865
AAL - 930,AMERICAN AIRLINES INC,Internacional,2016-01-17 22:35:00+00:00,2016-01-17T22:35:00Z,2016-01-18T07:10:00Z,2016-01-18T07:10:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-46.478126,-23.4345529
AAL - 950,AMERICAN AIRLINES INC,Internacional,2016-01-17 23:10:00+00:00,2016-01-18T01:45:00Z,2016-01-18T09:00:00Z,2016-01-18T11:35:00Z,Realizado,CONEXAO DE AERONAVE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,New York,New York,N/I,Estados Unidos,-73.7781391,40.6413111,-46.478126,-23.4345529
AAL - 951,AMERICAN AIRLINES INC,Internacional,2016-01-17 01:30:00+00:00,2016-01-17T14:36:00Z,2016-01-17T11:20:00Z,2016-01-18T00:17:00Z,Realizado,OPERACAO DE VOO COM MAIS DE 04 HORAS DE ATRASO PANE AERONAVE,New York,New York,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-73.7781391,40.6413111
AAL - 961,AMERICAN AIRLINES INC,Internacional,2016-01-17 20:01:00+00:00,2016-01-17T20:48:00Z,2016-01-18T01:30:00Z,2016-01-18T02:08:00Z,Realizado,CONEXAO DE AERONAVE,Miami,Miami,N/I,Estados Unidos,Eduardo Gomes,Manaus,AM,Brasil,-60.0463249,-3.0358474,-80.2870457,25.795865
AAL - 964,AMERICAN AIRLINES INC,Internacional,2016-01-17 02:38:00+00:00,2016-01-17T02:38:00Z,2016-01-17T08:04:00Z,2016-01-17T08:04:00Z,Realizado,,Eduardo Gomes,Manaus,AM,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-60.0463249,-3.0358474
AAL - 973,AMERICAN AIRLINES INC,Internacional,2016-01-17 00:35:00+00:00,2016-01-17T00:35:00Z,2016-01-17T10:22:00Z,2016-01-17T10:22:00Z,Realizado,,New York,New York,N/I,Estados Unidos,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-73.7781391,40.6413111
AAL - 974,AMERICAN AIRLINES INC,Internacional,2016-01-17 23:00:00+00:00,2016-01-17T23:00:00Z,2016-01-18T09:11:00Z,2016-01-18T09:11:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,New York,New York,N/I,Estados Unidos,-73.7781391,40.6413111,-43.2494233,-22.8134098
AAL - 990,AMERICAN AIRLINES INC,Internacional,2016-01-17 01:15:00+00:00,2016-01-17T01:15:00Z,2016-01-17T09:55:00Z,2016-01-17T09:55:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-43.2494233,-22.8134098
AAL - 991,AMERICAN AIRLINES INC,Internacional,2016-01-17 01:30:00+00:00,2016-01-17T00:42:00Z,2016-01-17T09:45:00Z,2016-01-17T08:44:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Tancredo Neves,Confins,MG,Brasil,-43.965396,-19.634099,-80.2870457,25.795865
AAL - 992,AMERICAN AIRLINES INC,Internacional,2016-01-17 23:24:00+00:00,2016-01-17T23:24:00Z,2016-01-18T07:46:00Z,2016-01-18T07:46:00Z,Realizado,,Tancredo Neves,Confins,MG,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-43.965396,-19.634099
AAL - 995,AMERICAN AIRLINES INC,Internacional,2016-01-17 00:55:00+00:00,2016-01-17T01:33:00Z,2016-01-17T09:25:00Z,2016-01-17T09:44:00Z,Realizado,AEROPORTO ORIGEM ABAIXO DOS LIMITES,Miami,Miami,N/I,Estados Unidos,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-80.2870457,25.795865
AAL - 998,AMERICAN AIRLINES INC,Internacional,2016-01-17 22:50:00+00:00,2016-01-17T22:50:00Z,2016-01-18T07:33:00Z,2016-01-18T07:33:00Z,Realizado,,Viracopos,Campinas,SP,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.1375685,-23.008205
ACA - 90,AIR CANADA,Internacional,2016-01-17 01:35:00+00:00,2016-01-17T03:07:00Z,2016-01-17T11:55:00Z,2016-01-17T13:08:00Z,Realizado,DEFEITOS DA AERONAVE,Toronto,Toronto,N/I,Canada,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-79.6248197,43.6777176
ACA - 91,AIR CANADA,Internacional,2016-01-17 22:35:00+00:00,2016-01-17T22:35:00Z,2016-01-18T09:25:00Z,2016-01-18T09:25:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Toronto,Toronto,N/I,Canada,-79.6248197,43.6777176,-46.478126,-23.4345529
AEA - 57,AIR EUROPA S/A,Internacional,2016-01-17 20:10:00+00:00,2016-01-17T21:06:00Z,2016-01-18T07:35:00Z,2016-01-18T07:56:00Z,Realizado,AEROPORTO COM RESTRICOES OPERACIONAIS,Madrid,Madrid,N/I,Espanha,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-3.5679515,40.4839361
AEA - 58,AIR EUROPA S/A,Internacional,2016-01-17 16:05:00+00:00,2016-01-17T16:05:00Z,2016-01-18T02:30:00Z,2016-01-18T02:30:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Madrid,Madrid,N/I,Espanha,-3.5679515,40.4839361,-46.478126,-23.4345529
AFR - 442,AIR FRANCE,Internacional,2016-01-17 20:20:00+00:00,2016-01-17T20:40:00Z,2016-01-18T07:44:00Z,2016-01-18T08:34:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Paris,Paris,N/I,Franca,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,2.5479245,49.0096906
AFR - 443,AIR FRANCE,Internacional,2016-01-17 17:55:00+00:00,2016-01-17T17:55:00Z,2016-01-18T05:00:00Z,2016-01-18T04:22:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-43.2494233,-22.8134098
AFR - 454,AIR FRANCE,Internacional,2016-01-17 20:20:00+00:00,2016-01-17T20:20:00Z,2016-01-18T08:10:00Z,2016-01-18T08:10:00Z,Realizado,,Paris,Paris,N/I,Franca,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,2.5479245,49.0096906
AFR - 456,AIR FRANCE,Internacional,2016-01-17 07:30:00+00:00,2016-01-17T07:30:00Z,2016-01-17T19:25:00Z,2016-01-17T19:25:00Z,Realizado,,Paris,Paris,N/I,Franca,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,2.5479245,49.0096906
AFR - 457,AIR FRANCE,Internacional,2016-01-17 18:15:00+00:00,2016-01-17T18:11:00Z,2016-01-18T05:30:00Z,2016-01-18T04:51:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-46.478126,-23.4345529
AFR - 459,AIR FRANCE,Internacional,2016-01-17 21:25:00+00:00,2016-01-17T21:25:00Z,2016-01-18T08:35:00Z,2016-01-18T08:35:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-46.478126,-23.4345529
AFR - 515,AIR FRANCE,Internacional,2016-01-17 21:40:00+00:00,2016-01-17T21:40:00Z,2016-01-18T08:35:00Z,2016-01-18T08:35:00Z,Realizado,,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Paris,Paris,N/I,Franca,2.5479245,49.0096906,-47.9172348,-15.8697369
AFR - 520,AIR FRANCE,Internacional,2016-01-17 07:30:00+00:00,2016-01-17T07:57:00Z,2016-01-17T18:04:00Z,2016-01-17T19:16:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Paris,Paris,N/I,Franca,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,2.5479245,49.0096906
ARE - 3505,AIRES - LAN COLOMBIA,Internacional,2016-01-17 00:15:00+00:00,2016-01-17T00:15:00Z,2016-01-17T06:30:00Z,2016-01-17T06:30:00Z,Realizado,,Bogota,Bogota,N/I,Colombia,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-74.1444969,4.7014128
ARE - 3506,AIRES - LAN COLOMBIA,Internacional,2016-01-17 15:40:00+00:00,2016-01-17T15:40:00Z,2016-01-17T22:00:00Z,2016-01-17T22:00:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Bogota,Bogota,N/I,Colombia,-74.1444969,4.7014128,-46.478126,-23.4345529
ARG - 1244,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 16:15:00+00:00,2016-01-17T16:15:00Z,2016-01-17T20:00:00Z,2016-01-17T20:00:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-58.536759,-34.816662
ARG - 1245,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 20:45:00+00:00,2016-01-17T20:45:00Z,2016-01-17T22:40:00Z,2016-01-17T22:40:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-46.478126,-23.4345529
ARG - 1248,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 19:25:00+00:00,2016-01-17T19:25:00Z,2016-01-17T23:15:00Z,2016-01-17T23:15:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-58.536759,-34.816662
ARG - 1249,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 06:50:00+00:00,2016-01-17T06:50:00Z,2016-01-17T08:50:00Z,2016-01-17T08:50:00Z,Realizado,,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-46.478126,-23.4345529
ARG - 1252,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 10:55:00+00:00,2016-01-17T10:55:00Z,2016-01-17T14:57:00Z,2016-01-17T14:57:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-58.536759,-34.816662
ARG - 1253,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 15:35:00+00:00,2016-01-17T15:35:00Z,2016-01-17T18:00:00Z,2016-01-17T18:00:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-43.2494233,-22.8134098
ARG - 1254,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 21:50:00+00:00,2016-01-17T21:50:00Z,2016-01-18T01:50:00Z,2016-01-18T01:50:00Z,Realizado,,Buenos Aires,Buenos Aires,N/I,Argentina,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-58.5348284,-34.8150044
ARG - 1255,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 02:30:00+00:00,2016-01-17T02:30:00Z,2016-01-17T05:00:00Z,2016-01-17T05:00:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Buenos Aires,Buenos Aires,N/I,Argentina,-58.5348284,-34.8150044,-43.2494233,-22.8134098
ARG - 1256,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 17:10:00+00:00,2016-01-17T17:10:00Z,2016-01-17T20:54:00Z,2016-01-17T20:54:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-58.536759,-34.816662
ARG - 1257,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 22:00:00+00:00,2016-01-17T22:00:00Z,2016-01-18T00:10:00Z,2016-01-18T00:10:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-43.2494233,-22.8134098
ARG - 1270,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 11:10:00+00:00,2016-01-17T11:10:00Z,2016-01-17T14:10:00Z,2016-01-17T14:10:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-58.536759,-34.816662
ARG - 1271,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 14:50:00+00:00,2016-01-17T14:50:00Z,2016-01-17T16:00:00Z,2016-01-17T16:00:00Z,Realizado,,Hercilio Luz,Florianopolis,SC,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-48.5459657,-27.670118
ARG - 1272,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 19:00:00+00:00,2016-01-17T19:00:00Z,2016-01-17T22:03:00Z,2016-01-17T22:03:00Z,Realizado,,Buenos Aires,Buenos Aires,N/I,Argentina,Hercilio Luz,Florianopolis,SC,Brasil,-48.5459657,-27.670118,-58.5348284,-34.8150044
ARG - 1273,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 22:40:00+00:00,2016-01-17T22:40:00Z,2016-01-17T23:50:00Z,2016-01-17T23:50:00Z,Realizado,,Hercilio Luz,Florianopolis,SC,Brasil,Buenos Aires,Buenos Aires,N/I,Argentina,-58.5348284,-34.8150044,-48.5459657,-27.670118
ARG - 1292,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 06:15:00+00:00,2016-01-17T06:15:00Z,2016-01-17T10:19:00Z,2016-01-17T10:19:00Z,Realizado,,Buenos Aires,Buenos Aires,N/I,Argentina,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-58.5348284,-34.8150044
ARG - 1293,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 11:05:00+00:00,2016-01-17T11:05:00Z,2016-01-17T13:20:00Z,2016-01-17T13:20:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Buenos Aires,Buenos Aires,N/I,Argentina,-58.5348284,-34.8150044,-43.2494233,-22.8134098
ARG - 1910,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 22:30:00+00:00,2016-01-17T22:30:00Z,2016-01-18T02:55:00Z,2016-01-18T02:55:00Z,Realizado,,Buenos Aires,Buenos Aires,N/I,Argentina,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,-38.3312411,-12.9110977,-58.5348284,-34.8150044
ARG - 1911,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 03:40:00+00:00,2016-01-17T03:40:00Z,2016-01-17T08:30:00Z,2016-01-17T08:30:00Z,Realizado,,Deputado Luis Eduardo Magalhaes,Salvador,BA,Brasil,Buenos Aires,Buenos Aires,N/I,Argentina,-58.5348284,-34.8150044,-38.3312411,-12.9110977
ARG - 1942,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 09:30:00+00:00,2016-01-17T09:30:00Z,2016-01-17T13:30:00Z,2016-01-17T13:30:00Z,Realizado,,Buenos Aires,Buenos Aires,N/I,Argentina,Porto Seguro,Porto Seguro,BA,Brasil,-39.0821431,-16.4395303,-58.5348284,-34.8150044
ARG - 1943,AEROLINEAS ARGENTINAS,Internacional,2016-01-17 14:20:00+00:00,2016-01-17T14:20:00Z,2016-01-17T18:50:00Z,2016-01-17T18:50:00Z,Realizado,,Porto Seguro,Porto Seguro,BA,Brasil,Buenos Aires,Buenos Aires,N/I,Argentina,-58.5348284,-34.8150044,-39.0821431,-16.4395303
AUT - 2222,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 14:05:00+00:00,,2016-01-17T17:50:00Z,,Cancelado,AUTORIZADO,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-58.536759,-34.816662
AUT - 2223,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 18:30:00+00:00,,2016-01-17T20:25:00Z,,Cancelado,AUTORIZADO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-46.478126,-23.4345529
AUT - 2230,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 16:50:00+00:00,2016-01-17T16:50:00Z,2016-01-17T19:25:00Z,2016-01-17T19:25:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Salgado Filho,Porto Alegre,RS,Brasil,-51.1753811,-29.9934732,-58.536759,-34.816662
AUT - 2231,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 20:05:00+00:00,2016-01-17T20:05:00Z,2016-01-17T20:50:00Z,2016-01-17T20:50:00Z,Realizado,,Salgado Filho,Porto Alegre,RS,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-51.1753811,-29.9934732
AUT - 2240,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 07:00:00+00:00,,2016-01-17T10:50:00Z,,Cancelado,AUTORIZADO,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,-46.478126,-23.4345529,-58.536759,-34.816662
AUT - 2241,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 11:30:00+00:00,,2016-01-17T13:35:00Z,,Cancelado,AUTORIZADO,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-46.478126,-23.4345529
AUT - 2250,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 09:45:00+00:00,2016-01-17T09:45:00Z,2016-01-17T13:45:00Z,2016-01-17T13:45:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,-43.2494233,-22.8134098,-58.536759,-34.816662
AUT - 2251,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 14:25:00+00:00,2016-01-17T14:25:00Z,2016-01-17T16:50:00Z,2016-01-17T16:50:00Z,Realizado,,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-43.2494233,-22.8134098
AUT - 2265,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 05:43:00+00:00,,2016-01-17T09:00:00Z,,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Tancredo Neves,Confins,MG,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-43.965396,-19.634099
AUT - 2266,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 12:05:00+00:00,2016-01-17T12:05:00Z,2016-01-17T14:51:00Z,2016-01-17T14:51:00Z,Realizado,,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,-49.1724811,-25.5327132,-58.536759,-34.816662
AUT - 2267,AUSTRAL LINEAS AREAS CIELOS DEL SUR S.A,Internacional,2016-01-17 16:02:00+00:00,2016-01-17T16:02:00Z,2016-01-17T17:45:00Z,2016-01-17T17:45:00Z,Realizado,,Afonso Pena,Sao Jose Dos Pinhais,PR,Brasil,Buenos Aires/Aeroparque,Buenos Aires/Aeroparque,N/I,Argentina,-58.536759,-34.816662,-49.1724811,-25.5327132
